Car_ID,Manufacturer,Car_Model,Driver,Battery_Capacity_kWh,Battery_Percentage,Battery_Health,Expected_Distance_KM,Max_Speed_KMH,Instantaneous_Speed_KMH,Revenue,Age_Days,KM_Travelled,Energy_Consumption_Rate,Year_Manufactured,Maintenance_Cost,Charging,Running,Charging_Cost,Garage,Garage_Status,Timestamp
EV0046,Tata,Nexon EV,Driver_046,40.5,80.55,89.18,334.03,120,59,342.27,1949,44819,0.18,2022,2319.07,0,1,0.0,Garage B,Working,2025-03-10 07:42:00
EV0042,Tata,Nexon EV,Driver_042,40.5,38.9,99.76,180.45,120,0,0.0,130,5560,0.18,2023,231.8,1,0,341.61,Garage B,Charging,2025-03-10 07:51:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,52.3,84.06,198.71,167,21,0.0,2467,132402,0.16,2019,5205.56,0,1,0.0,Garage D,Working,2025-03-10 08:43:00
EV0035,MG,ZS EV,Driver_035,50.3,79.3,88.18,322.36,175,0,0.0,2392,88615,0.17,2023,3854.45,1,0,376.52,Garage C,Charging,2025-03-10 09:19:00
EV0002,Tata,Nexon EV,Driver_002,40.5,32.71,92.18,140.21,120,119,0.0,1261,82945,0.18,2021,3118.85,0,1,0.0,Garage B,Working,2025-03-10 10:28:00
EV0037,Tesla,Model 3,Driver_037,60.0,57.3,80.94,231.89,225,0,0.0,2151,244942,0.14,2019,8423.76,1,0,480.3,Garage A,Charging,2025-03-10 11:26:00
EV0016,Hyundai,Kona EV,Driver_016,39.2,60.16,87.25,237.25,167,101,0.0,1821,122561,0.16,2020,4587.33,0,1,0.0,Garage D,Working,2025-03-10 12:01:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,77.89,89.95,316.68,167,48,0.0,1937,45239,0.16,2025,2325.67,0,1,0.0,Garage D,Parked,2025-03-10 12:42:00
EV0033,Tesla,Model 3,Driver_033,60.0,83.83,87.81,368.06,225,37,0.0,1649,162156,0.14,2021,5689.18,0,1,0.0,Garage A,Working,2025-03-10 13:04:00
EV0015,MG,ZS EV,Driver_015,50.3,45.53,94.81,199.0,175,171,967.78,815,37077,0.17,2020,1519.81,0,1,0.0,Garage C,Working,2025-03-10 13:54:00
EV0022,Tata,Nexon EV,Driver_022,40.5,29.24,87.13,118.47,120,109,186.94,1472,172155,0.18,2024,5900.65,0,1,0.0,Garage B,Working,2025-03-10 14:07:00
EV0010,Tata,Nexon EV,Driver_010,40.5,94.79,86.12,379.59,120,110,0.0,1725,192382,0.18,2021,6633.96,0,1,0.0,Garage B,Working,2025-03-10 15:25:00
EV0033,Tesla,Model 3,Driver_033,60.0,50.02,87.81,219.61,225,0,0.0,1649,164517,0.14,2021,5760.01,1,0,361.27,Garage A,Charging,2025-03-10 15:28:00
EV0001,Tesla,Model 3,Driver_001,60.0,64.26,88.8,285.31,225,190,819.13,1933,114945,0.14,2022,4414.85,0,1,0.0,Garage A,Working,2025-03-10 16:15:00
EV0001,Tesla,Model 3,Driver_001,60.0,29.56,88.8,131.25,225,164,0.0,1933,110971,0.14,2022,4295.63,0,1,0.0,Garage A,Working,2025-03-10 16:23:00
EV0035,MG,ZS EV,Driver_035,50.3,48.47,88.18,197.04,175,0,0.0,2392,86787,0.17,2023,3799.61,1,0,356.8,Garage C,Charging,2025-03-10 16:53:00
EV0046,Tata,Nexon EV,Driver_046,40.5,33.28,89.18,138.01,120,12,196.73,1949,46888,0.18,2022,2381.14,0,1,0.0,Garage B,Working,2025-03-10 16:54:00
EV0001,Tesla,Model 3,Driver_001,60.0,65.34,88.8,290.11,225,142,0.0,1933,112128,0.14,2022,4330.34,0,1,0.0,Garage A,Working,2025-03-10 18:29:00
EV0013,Tesla,Model 3,Driver_013,60.0,55.92,92.84,259.58,225,0,0.0,1069,58365,0.14,2025,2285.45,1,0,392.95,Garage A,Charging,2025-03-10 18:30:00
EV0026,Tata,Nexon EV,Driver_026,40.5,24.62,85.6,98.0,120,72,0.0,2053,168218,0.18,2021,6073.04,0,1,0.0,Garage B,Working,2025-03-10 21:29:00
EV0005,Tesla,Model 3,Driver_005,60.0,44.33,96.51,213.91,225,128,0.0,448,16787,0.14,2022,727.61,0,1,0.0,Garage A,Working,2025-03-10 22:17:00
EV0009,Tesla,Model 3,Driver_009,60.0,14.71,87.48,64.34,225,0,0.0,1300,154572,0.14,2025,5287.16,1,0,76.38,Garage A,Charging,2025-03-10 23:18:00
EV0046,Tata,Nexon EV,Driver_046,40.5,48.02,89.18,199.13,120,79,0.0,1949,44876,0.18,2022,2320.78,0,1,0.0,Garage B,Working,2025-03-10 23:44:00
EV0050,Tata,Nexon EV,Driver_050,40.5,62.87,94.92,277.49,120,0,0.0,498,54717,0.18,2023,1890.51,1,0,47.56,Garage B,Charging,2025-03-10 23:50:00
EV0034,Tata,Nexon EV,Driver_034,40.5,38.47,95.74,171.26,120,111,808.62,532,36414,0.18,2025,1358.42,0,1,0.0,Garage B,Working,2025-03-10 23:55:00
EV0026,Tata,Nexon EV,Driver_026,40.5,86.16,85.6,342.95,120,39,835.4,2053,170430,0.18,2021,6139.4,0,1,0.0,Garage B,Working,2025-03-11 00:22:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,10.7,88.34,42.72,167,0,0.0,1626,139276,0.16,2024,4991.28,1,0,68.46,Garage D,Charging,2025-03-11 01:33:00
EV0015,MG,ZS EV,Driver_015,50.3,22.54,94.81,98.52,175,122,552.36,815,39132,0.17,2020,1581.46,0,1,0.0,Garage C,Working,2025-03-11 04:34:00
EV0027,MG,ZS EV,Driver_027,50.3,73.02,88.48,297.84,175,169,859.67,1743,96521,0.17,2020,3767.13,0,1,0.0,Garage C,Parked,2025-03-11 05:13:00
EV0039,MG,ZS EV,Driver_039,50.3,6.74,86.13,26.76,175,0,0.0,2394,123259,0.17,2022,4894.77,1,0,230.14,Garage C,Charging,2025-03-11 06:23:00
EV0042,Tata,Nexon EV,Driver_042,40.5,79.23,99.76,367.54,120,89,0.0,130,8845,0.18,2023,330.35,0,1,0.0,Garage B,Working,2025-03-11 06:30:00
EV0040,Hyundai,Kona EV,Driver_040,39.2,56.7,85.88,220.1,167,38,722.72,1948,148492,0.16,2022,5428.76,0,1,0.0,Garage D,Parked,2025-03-11 07:19:00
EV0037,Tesla,Model 3,Driver_037,60.0,23.89,80.94,96.68,225,0,0.0,2151,241011,0.14,2019,8305.83,1,0,244.17,Garage A,Charging,2025-03-11 07:21:00
EV0006,Tata,Nexon EV,Driver_006,40.5,62.36,93.59,271.39,120,0,0.0,1009,69084,0.18,2020,2577.02,1,0,460.01,Garage B,Charging,2025-03-11 07:40:00
EV0026,Tata,Nexon EV,Driver_026,40.5,62.9,85.6,250.37,120,45,209.42,2053,170480,0.18,2021,6140.9,0,1,0.0,Garage B,Parked,2025-03-11 08:07:00
EV0014,Tata,Nexon EV,Driver_014,40.5,96.24,99.2,443.94,120,111,0.0,316,29243,0.18,2022,1035.29,0,1,0.0,Garage B,Parked,2025-03-11 08:58:00
EV0007,MG,ZS EV,Driver_007,50.3,7.52,92.76,32.16,175,0,0.0,762,80382,0.17,2024,2792.46,1,0,132.16,Garage C,Charging,2025-03-11 11:04:00
EV0009,Tesla,Model 3,Driver_009,60.0,23.45,87.48,102.57,225,103,0.0,1300,156124,0.14,2025,5333.72,0,1,0.0,Garage A,Working,2025-03-11 11:06:00
EV0029,Tesla,Model 3,Driver_029,60.0,61.74,90.22,278.51,225,222,186.59,1979,74944,0.14,2020,3237.82,0,1,0.0,Garage A,Working,2025-03-11 11:09:00
EV0002,Tata,Nexon EV,Driver_002,40.5,83.46,92.18,357.74,120,47,310.92,1261,81996,0.18,2021,3090.38,0,1,0.0,Garage B,Working,2025-03-11 11:28:00
EV0040,Hyundai,Kona EV,Driver_040,39.2,30.05,85.88,116.65,167,57,619.62,1948,151206,0.16,2022,5510.18,0,1,0.0,Garage D,Working,2025-03-11 12:08:00
EV0013,Tesla,Model 3,Driver_013,60.0,52.75,92.84,244.87,225,0,0.0,1069,60039,0.14,2025,2335.67,1,0,109.3,Garage A,Charging,2025-03-11 15:48:00
EV0003,MG,ZS EV,Driver_003,50.3,68.26,96.75,304.45,175,30,843.61,449,30818,0.17,2022,1149.04,0,1,0.0,Garage C,Parked,2025-03-11 18:29:00
EV0027,MG,ZS EV,Driver_027,50.3,7.66,88.48,31.24,175,0,0.0,1743,98464,0.17,2020,3825.42,1,0,131.75,Garage C,Charging,2025-03-11 18:43:00
EV0002,Tata,Nexon EV,Driver_002,40.5,18.01,92.18,77.2,120,0,0.0,1261,82754,0.18,2021,3113.12,1,0,389.27,Garage B,Charging,2025-03-11 23:26:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,91.64,88.34,365.92,167,149,812.19,1626,136323,0.16,2024,4902.69,0,1,0.0,Garage D,Working,2025-03-11 23:46:00
EV0027,MG,ZS EV,Driver_027,50.3,32.5,88.48,132.57,175,114,859.37,1743,95563,0.17,2020,3738.39,0,1,0.0,Garage C,Working,2025-03-12 00:54:00
EV0031,MG,ZS EV,Driver_031,50.3,70.99,93.45,305.83,175,91,0.0,907,107286,0.17,2025,3672.08,0,1,0.0,Garage C,Working,2025-03-12 01:14:00
EV0009,Tesla,Model 3,Driver_009,60.0,14.94,87.48,65.35,225,0,0.0,1300,153437,0.14,2025,5253.11,1,0,349.11,Garage A,Charging,2025-03-12 02:25:00
EV0016,Hyundai,Kona EV,Driver_016,39.2,31.01,87.25,122.29,167,112,113.03,1821,119047,0.16,2020,4481.91,0,1,0.0,Garage D,Working,2025-03-12 02:42:00
EV0013,Tesla,Model 3,Driver_013,60.0,9.76,92.84,45.31,225,0,0.0,1069,61948,0.14,2025,2392.94,1,0,197.67,Garage A,Charging,2025-03-12 03:34:00
EV0010,Tata,Nexon EV,Driver_010,40.5,98.6,86.12,394.85,120,20,558.56,1725,190246,0.18,2021,6569.88,0,1,0.0,Garage B,Parked,2025-03-12 05:15:00
EV0026,Tata,Nexon EV,Driver_026,40.5,89.64,85.6,356.8,120,0,0.0,2053,171217,0.18,2021,6163.01,1,0,258.3,Garage B,Charging,2025-03-12 06:31:00
EV0038,Tata,Nexon EV,Driver_038,40.5,18.32,96.7,82.38,120,0,0.0,407,16161,0.18,2022,688.33,1,0,196.53,Garage B,Charging,2025-03-12 08:17:00
EV0038,Tata,Nexon EV,Driver_038,40.5,81.97,96.7,368.58,120,54,714.77,407,16078,0.18,2022,685.84,0,1,0.0,Garage B,Working,2025-03-12 09:25:00
EV0034,Tata,Nexon EV,Driver_034,40.5,87.74,95.74,390.61,120,85,979.52,532,37978,0.18,2025,1405.34,0,1,0.0,Garage B,Working,2025-03-12 10:54:00
EV0039,MG,ZS EV,Driver_039,50.3,11.04,86.13,43.84,175,0,0.0,2394,124475,0.17,2022,4931.25,1,0,380.31,Garage C,Charging,2025-03-12 13:24:00
EV0046,Tata,Nexon EV,Driver_046,40.5,59.81,89.18,248.02,120,0,0.0,1949,45163,0.18,2022,2329.39,1,0,524.25,Garage B,Charging,2025-03-12 15:24:00
EV0028,Hyundai,Kona EV,Driver_028,39.2,39.04,85.52,150.91,167,148,494.23,1919,130807,0.16,2022,4883.71,0,1,0.0,Garage D,Working,2025-03-12 18:17:00
EV0034,Tata,Nexon EV,Driver_034,40.5,51.76,95.74,230.43,120,89,689.59,532,38635,0.18,2025,1425.05,0,1,0.0,Garage B,Parked,2025-03-12 18:49:00
EV0050,Tata,Nexon EV,Driver_050,40.5,95.38,94.92,420.99,120,56,0.0,498,50778,0.18,2023,1772.34,0,1,0.0,Garage B,Parked,2025-03-12 18:53:00
EV0011,MG,ZS EV,Driver_011,50.3,9.5,87.26,38.22,175,0,0.0,2370,59023,0.17,2021,2955.69,1,0,93.86,Garage C,Charging,2025-03-12 19:17:00
EV0006,Tata,Nexon EV,Driver_006,40.5,62.85,93.59,273.52,120,82,0.0,1009,67865,0.18,2020,2540.45,0,1,0.0,Garage B,Working,2025-03-12 20:10:00
EV0021,Tesla,Model 3,Driver_021,60.0,29.34,85.91,126.03,225,111,145.93,2285,142075,0.14,2019,5404.75,0,1,0.0,Garage A,Parked,2025-03-12 20:52:00
EV0003,MG,ZS EV,Driver_003,50.3,82.98,96.75,370.11,175,0,0.0,449,28854,0.17,2022,1090.12,1,0,319.25,Garage C,Charging,2025-03-12 21:25:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,45.83,89.95,186.33,167,0,0.0,1937,45287,0.16,2025,2327.11,1,0,274.78,Garage D,Charging,2025-03-12 22:11:00
EV0001,Tesla,Model 3,Driver_001,60.0,6.36,88.8,28.24,225,0,0.0,1933,110561,0.14,2022,4283.33,1,0,140.7,Garage A,Charging,2025-03-12 23:22:00
EV0043,MG,ZS EV,Driver_043,50.3,41.78,96.32,185.52,175,158,108.99,630,60952,0.17,2022,2143.56,0,1,0.0,Garage C,Working,2025-03-13 01:56:00
EV0041,Tesla,Model 3,Driver_041,60.0,15.48,91.85,71.09,225,0,0.0,1362,29817,0.14,2023,1575.51,1,0,392.07,Garage A,Charging,2025-03-13 02:04:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,36.08,94.48,154.08,167,0,0.0,1331,35298,0.16,2022,1724.44,1,0,209.93,Garage D,Charging,2025-03-13 02:14:00
EV0005,Tesla,Model 3,Driver_005,60.0,33.41,96.51,161.22,225,131,963.21,448,16147,0.14,2022,708.41,0,1,0.0,Garage A,Working,2025-03-13 03:23:00
EV0022,Tata,Nexon EV,Driver_022,40.5,46.48,87.13,188.32,120,0,0.0,1472,174992,0.18,2024,5985.76,1,0,105.77,Garage B,Charging,2025-03-13 04:01:00
EV0022,Tata,Nexon EV,Driver_022,40.5,33.83,87.13,137.06,120,0,0.0,1472,170862,0.18,2024,5861.86,1,0,142.33,Garage B,Charging,2025-03-13 04:33:00
EV0049,Tesla,Model 3,Driver_049,60.0,39.08,92.35,180.45,225,100,751.05,1292,27570,0.14,2023,1473.1,0,1,0.0,Garage A,Working,2025-03-13 06:00:00
EV0028,Hyundai,Kona EV,Driver_028,39.2,75.08,85.52,290.22,167,16,676.75,1919,130443,0.16,2022,4872.79,0,1,0.0,Garage D,Parked,2025-03-13 06:43:00
EV0043,MG,ZS EV,Driver_043,50.3,62.92,96.32,279.39,175,113,0.0,630,59073,0.17,2022,2087.19,0,1,0.0,Garage C,Parked,2025-03-13 07:22:00
EV0029,Tesla,Model 3,Driver_029,60.0,65.02,90.22,293.31,225,0,0.0,1979,74146,0.14,2020,3213.88,1,0,389.88,Garage A,Charging,2025-03-13 08:09:00
EV0017,Tesla,Model 3,Driver_017,60.0,96.21,89.45,430.3,225,16,183.67,2197,73949,0.14,2019,3316.97,0,1,0.0,Garage A,Parked,2025-03-13 09:47:00
EV0001,Tesla,Model 3,Driver_001,60.0,42.83,88.8,190.17,225,0,0.0,1933,110604,0.14,2022,4284.62,1,0,139.46,Garage A,Charging,2025-03-13 10:17:00
EV0035,MG,ZS EV,Driver_035,50.3,65.4,88.18,265.86,175,0,0.0,2392,88005,0.17,2023,3836.15,1,0,259.51,Garage C,Charging,2025-03-13 11:19:00
EV0026,Tata,Nexon EV,Driver_026,40.5,48.57,85.6,193.33,120,74,446.71,2053,171260,0.18,2021,6164.3,0,1,0.0,Garage B,Working,2025-03-13 12:41:00
EV0026,Tata,Nexon EV,Driver_026,40.5,93.31,85.6,371.41,120,33,0.0,2053,169909,0.18,2021,6123.77,0,1,0.0,Garage B,Working,2025-03-13 13:17:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,69.94,85.72,270.99,167,68,498.52,1872,169821,0.16,2022,6030.63,0,1,0.0,Garage D,Working,2025-03-13 13:35:00
EV0047,MG,ZS EV,Driver_047,50.3,30.85,95.72,136.13,175,27,940.78,880,24481,0.17,2019,1174.43,0,1,0.0,Garage C,Parked,2025-03-13 15:38:00
EV0047,MG,ZS EV,Driver_047,50.3,28.24,95.72,124.61,175,72,295.68,880,24139,0.17,2019,1164.17,0,1,0.0,Garage C,Working,2025-03-13 15:53:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,92.68,88.34,370.07,167,51,828.07,1626,138250,0.16,2024,4960.5,0,1,0.0,Garage D,Working,2025-03-13 16:11:00
EV0021,Tesla,Model 3,Driver_021,60.0,5.42,85.91,23.28,225,0,0.0,2285,146263,0.14,2019,5530.39,1,0,189.59,Garage A,Charging,2025-03-13 17:10:00
EV0022,Tata,Nexon EV,Driver_022,40.5,40.76,87.13,165.14,120,41,791.2,1472,172113,0.18,2024,5899.39,0,1,0.0,Garage B,Working,2025-03-13 17:40:00
EV0022,Tata,Nexon EV,Driver_022,40.5,70.12,87.13,284.09,120,0,0.0,1472,171299,0.18,2024,5874.97,1,0,82.39,Garage B,Charging,2025-03-13 18:41:00
EV0021,Tesla,Model 3,Driver_021,60.0,38.25,85.91,164.3,225,31,897.85,2285,146346,0.14,2019,5532.88,0,1,0.0,Garage A,Parked,2025-03-13 19:03:00
EV0038,Tata,Nexon EV,Driver_038,40.5,33.49,96.7,150.59,120,115,319.19,407,13586,0.18,2022,611.08,0,1,0.0,Garage B,Parked,2025-03-13 20:57:00
EV0006,Tata,Nexon EV,Driver_006,40.5,38.58,93.59,167.9,120,48,0.0,1009,69995,0.18,2020,2604.35,0,1,0.0,Garage B,Working,2025-03-13 22:57:00
EV0029,Tesla,Model 3,Driver_029,60.0,95.67,90.22,431.57,225,0,0.0,1979,74434,0.14,2020,3222.52,1,0,432.65,Garage A,Charging,2025-03-14 00:30:00
EV0034,Tata,Nexon EV,Driver_034,40.5,34.63,95.74,154.17,120,64,0.0,532,39829,0.18,2025,1460.87,0,1,0.0,Garage B,Working,2025-03-14 01:26:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,8.71,89.95,35.41,167,0,0.0,1937,48604,0.16,2025,2426.62,1,0,142.61,Garage D,Charging,2025-03-14 02:36:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,97.23,88.34,388.24,167,69,0.0,1626,138325,0.16,2024,4962.75,0,1,0.0,Garage D,Working,2025-03-14 02:59:00
EV0032,Hyundai,Kona EV,Driver_032,39.2,96.21,92.04,400.25,167,0,0.0,1016,81043,0.16,2024,2939.29,1,0,412.3,Garage D,Charging,2025-03-14 03:17:00
EV0043,MG,ZS EV,Driver_043,50.3,66.21,96.32,294.0,175,0,0.0,630,59830,0.17,2022,2109.9,1,0,355.13,Garage C,Charging,2025-03-14 05:05:00
EV0002,Tata,Nexon EV,Driver_002,40.5,16.91,92.18,72.48,120,0,0.0,1261,84755,0.18,2021,3173.15,1,0,504.48,Garage B,Charging,2025-03-14 05:36:00
EV0045,Tesla,Model 3,Driver_045,60.0,99.03,92.52,458.11,225,221,938.98,981,104197,0.14,2025,3616.41,0,1,0.0,Garage A,Working,2025-03-14 05:41:00
EV0038,Tata,Nexon EV,Driver_038,40.5,36.1,96.7,162.33,120,79,0.0,407,12609,0.18,2022,581.77,0,1,0.0,Garage B,Working,2025-03-14 06:09:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,33.35,97.41,146.84,167,73,0.0,441,24556,0.16,2021,957.18,0,1,0.0,Garage D,Working,2025-03-14 06:47:00
EV0045,Tesla,Model 3,Driver_045,60.0,88.1,92.52,407.55,225,0,0.0,981,105948,0.14,2025,3668.94,1,0,441.29,Garage A,Charging,2025-03-14 06:52:00
EV0030,Tata,Nexon EV,Driver_030,40.5,93.88,97.35,424.97,120,70,0.0,339,25607,0.18,2023,937.71,0,1,0.0,Garage B,Working,2025-03-14 08:27:00
EV0040,Hyundai,Kona EV,Driver_040,39.2,9.63,85.88,37.38,167,0,0.0,1948,152653,0.16,2022,5553.59,1,0,91.16,Garage D,Charging,2025-03-14 08:31:00
EV0007,MG,ZS EV,Driver_007,50.3,54.85,92.76,234.55,175,49,0.0,762,82696,0.17,2024,2861.88,0,1,0.0,Garage C,Working,2025-03-14 09:51:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,29.93,85.72,115.97,167,0,0.0,1872,169450,0.16,2022,6019.5,1,0,174.46,Garage D,Charging,2025-03-14 13:39:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,8.93,94.48,38.14,167,0,0.0,1331,32101,0.16,2022,1628.53,1,0,208.64,Garage D,Charging,2025-03-14 15:03:00
EV0009,Tesla,Model 3,Driver_009,60.0,34.13,87.48,149.28,225,0,0.0,1300,156113,0.14,2025,5333.39,1,0,428.78,Garage A,Charging,2025-03-14 15:09:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,22.58,85.72,87.49,167,111,505.31,1872,171661,0.16,2022,6085.83,0,1,0.0,Garage D,Working,2025-03-14 15:50:00
EV0050,Tata,Nexon EV,Driver_050,40.5,24.81,94.92,109.51,120,74,0.0,498,52714,0.18,2023,1830.42,0,1,0.0,Garage B,Working,2025-03-14 16:11:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,98.85,88.34,394.7,167,57,0.0,1626,135443,0.16,2024,4876.29,0,1,0.0,Garage D,Working,2025-03-14 16:27:00
EV0014,Tata,Nexon EV,Driver_014,40.5,92.93,99.2,428.67,120,91,0.0,316,29289,0.18,2022,1036.67,0,1,0.0,Garage B,Parked,2025-03-14 17:53:00
EV0023,MG,ZS EV,Driver_023,50.3,10.26,93.91,44.42,175,0,0.0,903,28090,0.17,2024,1294.2,1,0,44.29,Garage C,Charging,2025-03-14 19:10:00
EV0019,MG,ZS EV,Driver_019,50.3,34.69,81.98,131.1,175,47,165.51,2221,201772,0.17,2023,7163.66,0,1,0.0,Garage C,Working,2025-03-14 19:29:00
EV0028,Hyundai,Kona EV,Driver_028,39.2,42.42,85.52,163.97,167,20,0.0,1919,129962,0.16,2022,4858.36,0,1,0.0,Garage D,Working,2025-03-14 20:30:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,97.07,85.72,376.1,167,71,0.0,1872,171237,0.16,2022,6073.11,0,1,0.0,Garage D,Working,2025-03-14 21:23:00
EV0032,Hyundai,Kona EV,Driver_032,39.2,62.82,92.04,261.34,167,61,595.85,1016,79848,0.16,2024,2903.44,0,1,0.0,Garage D,Working,2025-03-14 21:34:00
EV0015,MG,ZS EV,Driver_015,50.3,90.05,94.81,393.59,175,0,0.0,815,38379,0.17,2020,1558.87,1,0,423.41,Garage C,Charging,2025-03-14 23:35:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,46.22,94.48,197.38,167,95,0.0,1331,33475,0.16,2022,1669.75,0,1,0.0,Garage D,Working,2025-03-14 23:46:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,7.56,94.48,32.28,167,0,0.0,1331,33918,0.16,2022,1683.04,1,0,238.69,Garage D,Charging,2025-03-15 00:45:00
EV0015,MG,ZS EV,Driver_015,50.3,31.32,94.81,136.89,175,80,300.01,815,39365,0.17,2020,1588.45,0,1,0.0,Garage C,Working,2025-03-15 01:23:00
EV0015,MG,ZS EV,Driver_015,50.3,87.27,94.81,381.43,175,0,0.0,815,37403,0.17,2020,1529.59,1,0,287.23,Garage C,Charging,2025-03-15 02:06:00
EV0017,Tesla,Model 3,Driver_017,60.0,86.22,89.45,385.62,225,84,573.21,2197,73074,0.14,2019,3290.72,0,1,0.0,Garage A,Working,2025-03-15 02:38:00
EV0050,Tata,Nexon EV,Driver_050,40.5,94.53,94.92,417.23,120,0,0.0,498,51233,0.18,2023,1785.99,1,0,315.39,Garage B,Charging,2025-03-15 02:47:00
EV0005,Tesla,Model 3,Driver_005,60.0,92.42,96.51,445.97,225,45,0.0,448,13863,0.14,2022,639.89,0,1,0.0,Garage A,Working,2025-03-15 03:39:00
EV0037,Tesla,Model 3,Driver_037,60.0,14.19,80.94,57.43,225,0,0.0,2151,242385,0.14,2019,8347.05,1,0,131.4,Garage A,Charging,2025-03-15 03:41:00
EV0037,Tesla,Model 3,Driver_037,60.0,83.64,80.94,338.49,225,18,163.6,2151,243970,0.14,2019,8394.6,0,1,0.0,Garage A,Parked,2025-03-15 03:43:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,70.21,89.95,285.46,167,128,686.06,1937,47768,0.16,2025,2401.54,0,1,0.0,Garage D,Working,2025-03-15 04:23:00
EV0046,Tata,Nexon EV,Driver_046,40.5,57.23,89.18,237.33,120,0,0.0,1949,45962,0.18,2022,2353.36,1,0,203.86,Garage B,Charging,2025-03-15 04:30:00
EV0007,MG,ZS EV,Driver_007,50.3,99.36,92.76,424.89,175,148,0.0,762,83624,0.17,2024,2889.72,0,1,0.0,Garage C,Working,2025-03-15 04:54:00
EV0035,MG,ZS EV,Driver_035,50.3,17.81,88.18,72.4,175,0,0.0,2392,87861,0.17,2023,3831.83,1,0,427.53,Garage C,Charging,2025-03-15 06:30:00
EV0019,MG,ZS EV,Driver_019,50.3,63.82,81.98,241.19,175,0,0.0,2221,202825,0.17,2023,7195.25,1,0,396.41,Garage C,Charging,2025-03-15 06:34:00
EV0049,Tesla,Model 3,Driver_049,60.0,39.49,92.35,182.35,225,17,0.0,1292,30436,0.14,2023,1559.08,0,1,0.0,Garage A,Working,2025-03-15 07:07:00
EV0018,Tata,Nexon EV,Driver_018,40.5,48.29,92.27,207.19,120,83,735.13,1157,101550,0.18,2021,3625.0,0,1,0.0,Garage B,Working,2025-03-15 07:09:00
EV0020,Hyundai,Kona EV,Driver_020,39.2,15.02,92.29,62.66,167,0,0.0,923,78598,0.16,2024,2819.44,1,0,384.4,Garage D,Charging,2025-03-15 08:54:00
EV0020,Hyundai,Kona EV,Driver_020,39.2,50.86,92.29,212.16,167,0,0.0,923,78787,0.16,2024,2825.11,1,0,55.45,Garage D,Charging,2025-03-15 10:13:00
EV0034,Tata,Nexon EV,Driver_034,40.5,77.06,95.74,343.06,120,82,743.74,532,40160,0.18,2025,1470.8,0,1,0.0,Garage B,Parked,2025-03-15 10:22:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,18.54,85.72,71.83,167,0,0.0,1872,169868,0.16,2022,6032.04,1,0,80.71,Garage D,Charging,2025-03-15 10:23:00
EV0041,Tesla,Model 3,Driver_041,60.0,64.88,91.85,297.96,225,112,801.9,1362,30077,0.14,2023,1583.31,0,1,0.0,Garage A,Working,2025-03-15 10:42:00
EV0013,Tesla,Model 3,Driver_013,60.0,69.9,92.84,324.48,225,216,0.0,1069,61536,0.14,2025,2380.58,0,1,0.0,Garage A,Parked,2025-03-15 11:25:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,62.04,94.48,264.94,167,75,0.0,1331,33576,0.16,2022,1672.78,0,1,0.0,Garage D,Working,2025-03-15 14:09:00
EV0018,Tata,Nexon EV,Driver_018,40.5,52.95,92.27,227.18,120,20,138.86,1157,100600,0.18,2021,3596.5,0,1,0.0,Garage B,Working,2025-03-15 18:34:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,96.78,97.41,426.12,167,113,968.95,441,22921,0.16,2021,908.13,0,1,0.0,Garage D,Working,2025-03-15 18:59:00
EV0041,Tesla,Model 3,Driver_041,60.0,29.56,91.85,135.75,225,14,827.06,1362,29314,0.14,2023,1560.42,0,1,0.0,Garage A,Working,2025-03-15 19:20:00
EV0018,Tata,Nexon EV,Driver_018,40.5,9.81,92.27,42.09,120,0,0.0,1157,101627,0.18,2021,3627.31,1,0,245.08,Garage B,Charging,2025-03-15 19:54:00
EV0025,Tesla,Model 3,Driver_025,60.0,45.34,83.06,188.3,225,30,0.0,1938,234924,0.14,2019,8016.72,0,1,0.0,Garage A,Working,2025-03-15 20:03:00
EV0041,Tesla,Model 3,Driver_041,60.0,12.61,91.85,57.91,225,0,0.0,1362,27713,0.14,2023,1512.39,1,0,92.72,Garage A,Charging,2025-03-15 22:01:00
EV0022,Tata,Nexon EV,Driver_022,40.5,65.7,87.13,266.19,120,32,192.28,1472,175305,0.18,2024,5995.15,0,1,0.0,Garage B,Working,2025-03-15 22:58:00
